"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13937","should display attendance table or empty state","","Tue Nov 18 15:01:31 IST 2025","passed","Tue Nov 18 15:01:45 IST 2025","Attendance Table and Data","Admin Attendance Management Functional Tests","",""
"","16563","should filter by status - PENDING","","Tue Nov 18 14:52:28 IST 2025","passed","Tue Nov 18 14:52:45 IST 2025","Admin Leave Management Page","Admin Leave Management Functional Tests","",""
"","2539","should display submit button","","Tue Nov 18 15:04:30 IST 2025","passed","Tue Nov 18 15:04:33 IST 2025","Apply Leave Page","Apply Leave Functional Tests","",""
"","2557","should display pagination controls if multiple pages exist","","Tue Nov 18 15:01:45 IST 2025","passed","Tue Nov 18 15:01:47 IST 2025","Attendance Table and Data","Admin Attendance Management Functional Tests","",""
"","2940","should display My Leave Requests header","","Tue Nov 18 15:11:47 IST 2025","passed","Tue Nov 18 15:11:50 IST 2025","Leave History Page","Leave History Functional Tests","",""
"","3834","should click Roles button to open role modal","","Tue Nov 18 14:57:35 IST 2025","passed","Tue Nov 18 14:57:39 IST 2025","Users Page - Role Management","Users Page Functional Tests (ADMIN)","",""
"","2235","should display pagination controls if multiple pages exist","","Tue Nov 18 15:11:52 IST 2025","passed","Tue Nov 18 15:11:54 IST 2025","Leave History Page","Leave History Functional Tests","",""
"","25643","should display approve and reject buttons when request is selected","","Tue Nov 18 14:53:50 IST 2025","passed","Tue Nov 18 14:54:16 IST 2025","Leave Request Approval","Admin Leave Management Functional Tests","",""
"","2299","should display Apply Leave header","","Tue Nov 18 15:03:58 IST 2025","passed","Tue Nov 18 15:04:01 IST 2025","Apply Leave Page","Apply Leave Functional Tests","",""
"","2493","should display end date input","","Tue Nov 18 15:04:25 IST 2025","passed","Tue Nov 18 15:04:28 IST 2025","Apply Leave Page","Apply Leave Functional Tests","",""
