"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7","allows admin to approve when balance is sufficient and no overlap","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","updateRequest","LeaveService","",""
"","3","uses current year when year not provided","","Mon Nov 17 10:14:36 IST 2025","passed","Mon Nov 17 10:14:36 IST 2025","","getBalance handler","",""
"","1","returns ApplicationError instance as-is","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","toApplicationError","Error classes","",""
"","1","defaults status code to 400","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","ApplicationError","Error classes","",""
"","1","parses valid sort string with DESC direction","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","parseSort","pagination utilities","",""
"","4","uses default radius of 150 meters when not configured","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","clockIn geo-fencing","AttendanceService","",""
"","6","parses valid sort string with ASC direction","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","parseSort","pagination utilities","",""
"","2","handles undefined","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","toApplicationError","Error classes","",""
"","25","includes CORS headers","","Mon Nov 17 10:14:36 IST 2025","passed","Mon Nov 17 10:14:36 IST 2025","successResponse","response utilities","",""
"","2","handles missing direction (defaults to DESC)","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","parseSort","pagination utilities","",""
"","4","uses provided sort value","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","normalizePagination","pagination utilities","",""
"","5","throws ForbiddenError when non-admin tries to access","","Mon Nov 17 10:14:36 IST 2025","passed","Mon Nov 17 10:14:36 IST 2025","getLeaveSummary","ReportService","",""
"","11","allows admin to filter by any user ID","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","listLogs","AttendanceService","",""
"","6","throws when balance is insufficient","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","createRequest","LeaveService","",""
"","1","filters by date range when provided","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","getLeaveRequests","LeaveRepository","",""
"","56","creates a clock-in record successfully","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","clockIn","AttendanceService","",""
"","2","uses custom message when provided","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","ForbiddenError","Error classes","",""
"","3","returns empty summary when no data","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","getLeaveSummary","ReportRepository","",""
"","2","allows admin to view other user balances","","Mon Nov 17 10:14:36 IST 2025","passed","Mon Nov 17 10:14:36 IST 2025","","getBalance handler","",""
"","2","preserves specialized error types","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","toApplicationError","Error classes","",""
"","30","throws when clock-out is before clock-in","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","clockOut","AttendanceService","",""
"","2","returns empty array when no balances found","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","getLeaveBalances","LeaveRepository","",""
"","38","defaults MAX_PAGE_SIZE to 100 when not set","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","normalizePagination","pagination utilities","",""
"","3","parses valid page and size","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","normalizePagination","pagination utilities","",""
"","8","throws when target user has no open session","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","forceClockOut","AttendanceService","",""
"","2","handles size as string ""25""","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","normalizePagination","pagination utilities","",""
"","115","throws ValidationError when body is missing","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","parseBody","validation helpers","",""
"","5","handles empty body","","Mon Nov 17 10:14:34 IST 2025","passed","Mon Nov 17 10:14:34 IST 2025","","clockIn handler","",""
"","4","closes open session within transaction","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","closeOpenSessionWithTransaction","AttendanceRepository","",""
"","4","allows clock-in when geo validation is disabled","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","clockIn geo-fencing","AttendanceService","",""
"","3","handles case-insensitive idempotency key header","","Mon Nov 17 10:14:33 IST 2025","passed","Mon Nov 17 10:14:33 IST 2025","","createRequest handler","",""
"","1","handles half_day flag","","Mon Nov 17 10:14:33 IST 2025","passed","Mon Nov 17 10:14:33 IST 2025","","createRequest handler","",""
"","17","uses wildcard origin when no allowed origins configured","","Mon Nov 17 10:14:36 IST 2025","passed","Mon Nov 17 10:14:36 IST 2025","successResponse","response utilities","",""
"","13","throws when user already has an open session","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","clockIn","AttendanceService","",""
"","8","uses wildcard origin when no allowed origins configured","","Mon Nov 17 10:14:36 IST 2025","passed","Mon Nov 17 10:14:36 IST 2025","errorResponse","response utilities","",""
"","31","creates success response with status code and payload","","Mon Nov 17 10:14:36 IST 2025","passed","Mon Nov 17 10:14:36 IST 2025","successResponse","response utilities","",""
"","3","filters by status when provided","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","getLeaveRequests","LeaveRepository","",""
"","3","clocks in with timestamp","","Mon Nov 17 10:14:34 IST 2025","passed","Mon Nov 17 10:14:34 IST 2025","","clockIn handler","",""
"","7","throws when policy id is invalid","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","createRequest","LeaveService","",""
"","2","handles page as string ""1""","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","normalizePagination","pagination utilities","",""
"","4","creates error with VALIDATION_ERROR code and 422 status","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","ValidationError","Error classes","",""
"","4","throws when outside geofence","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","clockIn geo-fencing","AttendanceService","",""
"","2","returns true when point is within radius","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","isWithinGeoFence","dateUtils","",""
"","3","throws ValidationError when body is not valid JSON","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","parseBody","validation helpers","",""
"","2","builds paginated result with all fields","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","buildPaginationResult","pagination utilities","",""
"","4","throws NotFoundError when request does not exist","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","updateRequest","LeaveService","",""
"","30","trims whitespace from allowed origins","","Mon Nov 17 10:14:36 IST 2025","passed","Mon Nov 17 10:14:36 IST 2025","successResponse","response utilities","",""
"","7","clocks out successfully and calculates duration","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","clockOut","AttendanceService","",""
"","4","throws ForbiddenError when employee tries to view other user balance","","Mon Nov 17 10:14:36 IST 2025","passed","Mon Nov 17 10:14:36 IST 2025","","getBalance handler","",""
"","64","returns defaults when no input provided","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","normalizePagination","pagination utilities","",""
"","3","converts Error instance to ApplicationError","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","toApplicationError","Error classes","",""
"","6","rejects leave request","","Mon Nov 17 10:14:34 IST 2025","passed","Mon Nov 17 10:14:34 IST 2025","","updateRequest handler","",""
"","1","uses size from pagination input","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","buildPaginationResult","pagination utilities","",""
"","4","handles idempotency key from headers","","Mon Nov 17 10:14:33 IST 2025","passed","Mon Nov 17 10:14:33 IST 2025","","createRequest handler","",""
"","58","creates a leave request for valid input","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","createRequest","LeaveService","",""
"","3","inserts clock-in record and returns mapped result","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","insertClockIn","AttendanceRepository","",""
"","178","clocks in successfully with coordinates","","Mon Nov 17 10:14:33 IST 2025","passed","Mon Nov 17 10:14:34 IST 2025","","clockIn handler","",""
"","2","updates clock-out and duration","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","updateClockOut","AttendanceRepository","",""
"","1","defaults page to 1 when not provided","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","buildPaginationResult","pagination utilities","",""
"","4","returns leave request when found","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","getLeaveRequestById","LeaveRepository","",""
"","4","allows admin to force clock-out for any user","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","forceClockOut","AttendanceService","",""
"","2","uses provided timestamp","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","forceClockOut","AttendanceService","",""
"","151","throws for invalid date string","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","parseIsoDate","dateUtils","",""
"","6","returns paginated leave requests with filters","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","getLeaveRequests","LeaveRepository","",""
"","1","returns all logs when userId is null (admin view)","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","getLogs","AttendanceRepository","",""
"","4","returns open attendance log when exists","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","getOpenLog","AttendanceRepository","",""
"","10","uses current timestamp when not provided","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","clockIn","AttendanceService","",""
"","176","approves leave request successfully","","Mon Nov 17 10:14:34 IST 2025","passed","Mon Nov 17 10:14:34 IST 2025","","updateRequest handler","",""
"","8","throws ValidationError when page is less than 1","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","normalizePagination","pagination utilities","",""
"","27","includes CORS headers","","Mon Nov 17 10:14:36 IST 2025","passed","Mon Nov 17 10:14:36 IST 2025","errorResponse","response utilities","",""
"","32","uses first allowed origin when request origin is not provided","","Mon Nov 17 10:14:36 IST 2025","passed","Mon Nov 17 10:14:36 IST 2025","successResponse","response utilities","",""
"","62","scopes to user ID for non-admin users","","Mon Nov 17 10:14:36 IST 2025","passed","Mon Nov 17 10:14:36 IST 2025","listLogs","AttendanceService","",""
"","8","returns paginated attendance logs","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","getLogs","AttendanceRepository","",""
"","50","throws when timestamp is invalid","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","clockIn","AttendanceService","",""
"","2","uses default sort when input is undefined","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","parseSort","pagination utilities","",""
"","5","throws ValidationError when schema validation fails","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","parseBody","validation helpers","",""
"","10","throws when geo validation is enabled but coordinates are missing","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","clockIn geo-fencing","AttendanceService","",""
"","2","converts unknown non-Error value to ApplicationError","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","toApplicationError","Error classes","",""
"","35","uses MAX_PAGE_SIZE from env when set","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","normalizePagination","pagination utilities","",""
"","1","filters by userId when provided","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","getLogs","AttendanceRepository","",""
"","2","throws when no open session exists","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","clockOut","AttendanceService","",""
"","4","parses and validates path parameters","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","parsePathParameters","validation helpers","",""
"","8","throws when dates are missing","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","createRequest","LeaveService","",""
"","11","uses request origin when no allowed origins configured but origin provided","","Mon Nov 17 10:14:36 IST 2025","passed","Mon Nov 17 10:14:36 IST 2025","successResponse","response utilities","",""
"","7","throws ValidationError when query params are invalid","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","parseQuery","validation helpers","",""
"","18","cancels leave request","","Mon Nov 17 10:14:34 IST 2025","passed","Mon Nov 17 10:14:34 IST 2025","","updateRequest handler","",""
"","53","allows admin to access leave summary","","Mon Nov 17 10:14:36 IST 2025","passed","Mon Nov 17 10:14:36 IST 2025","getLeaveSummary","ReportService","",""
"","1","uses custom message when provided","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","NotFoundError","Error classes","",""
"","3","creates error with UNAUTHORIZED code and 401 status","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","UnauthorizedError","Error classes","",""
"","1","includes optional details","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","NotFoundError","Error classes","",""
"","8","throws when end date is before start date","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","calculateLeaveDays","dateUtils","",""
"","71","throws ValidationError when page is not a number","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","normalizePagination","pagination utilities","",""
"","1","filters by date range when provided","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","getLogs","AttendanceRepository","",""
"","2","returns null when no open log exists","","Mon Nov 17 10:14:38 IST 2025","passed","Mon Nov 17 10:14:38 IST 2025","getOpenLog","AttendanceRepository","",""
"","2","handles sort string without comma","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","parseSort","pagination utilities","",""
"","21","uses first allowed origin when request origin does not match","","Mon Nov 17 10:14:36 IST 2025","passed","Mon Nov 17 10:14:36 IST 2025","successResponse","response utilities","",""
"","3","prevents non-admin from approving a request","","Mon Nov 17 10:14:37 IST 2025","passed","Mon Nov 17 10:14:37 IST 2025","updateRequest","LeaveService","",""
"","1","defaults to first allowed field when field is invalid","","Mon Nov 17 10:14:35 IST 2025","passed","Mon Nov 17 10:14:35 IST 2025","parseSort","pagination utilities","",""
